Frame,X,Y,Color
735,306,216,Black
735,574,139,Black
735,234,134,Black
735,319,108,Black
735,349,109,Black
736,301,222,Black
736,571,137,Black
736,229,134,Black
736,348,110,Black
736,319,107,Black
737,296,229,Black
737,569,135,Black
737,224,135,Black
737,347,111,Black
737,317,107,Black
738,291,237,Black
738,567,133,Black
738,220,137,Black
738,346,112,Black
738,315,107,Black
739,285,244,Black
739,564,132,Black
739,217,139,Black
739,314,111,Black
739,345,113,Black
740,278,254,Black
740,562,130,Black
740,214,140,Black
740,312,112,Black
740,344,113,Black
741,338,274,White
741,266,263,Black
741,211,142,Black
741,559,129,Black
741,342,115,Black
741,310,110,Black
742,333,290,White
742,258,274,Black
742,207,146,Black
742,558,128,Black
742,341,115,Black
742,307,111,Black
743,255,286,Black
743,203,146,Black
743,555,126,Black
743,340,117,Black
743,307,114,Black
744,323,309,White
744,238,300,Black
744,198,148,Black
744,553,124,Black
744,339,118,Black
744,306,115,Black
745,314,327,Red
745,227,315,Black
745,193,151,Black
745,551,123,Black
745,337,120,Black
745,303,114,Black
746,308,346,White
746,213,333,Black
746,188,152,Black
746,550,122,Black
746,337,122,Black
746,302,115,Black
747,300,365,White
747,198,354,Black
747,182,154,Black
747,548,121,Black
747,335,123,Black
747,298,115,Black
748,287,389,Red
748,181,378,Black
748,177,157,Black
748,334,125,Black
748,546,120,Black
748,297,116,Black
749,272,416,Black
749,162,402,Black
749,172,160,Black
749,334,126,Black
749,544,118,Black
749,297,119,Black
749,342,95,Black
750,261,442,Black
750,148,412,Black
750,165,162,Black
750,331,127,Black
750,543,118,Black
750,294,119,Black
750,340,95,Black
751,253,460,Black
751,134,423,Black
751,159,163,Black
751,329,129,Black
751,541,117,Black
751,291,120,Black
752,235,472,Black
752,116,433,Black
752,149,168,Black
752,328,131,Black
752,540,116,Black
752,289,120,Black
752,338,96,Black
753,88,444,Black
753,146,170,Black
753,327,133,Black
753,538,114,Black
753,286,123,Black
753,338,98,Black
754,11,453,Black
754,71,461,Black
754,139,174,Black
754,325,134,Black
754,537,113,Black
754,283,124,Black
754,336,97,Black
755,132,176,Black
755,319,134,Black
755,535,113,Black
755,281,124,Black
755,335,98,Black
756,123,180,Black
756,318,136,Black
756,534,112,Black
756,279,126,Black
756,335,100,Black
757,115,184,Black
757,296,133,Black
757,532,111,Black
757,333,99,Black
758,105,187,Black
758,316,141,Black
758,273,128,Black
758,531,110,Black
758,331,101,Black
759,96,191,Black
759,314,143,Black
759,271,130,Black
759,530,110,Black
759,331,100,Black
760,86,196,Black
760,312,145,Black
760,268,133,Black
760,529,109,Black
760,330,101,Black
761,75,200,Black
761,309,148,Black
761,262,139,Black
761,527,108,Black
761,329,101,Black
762,64,204,Black
762,307,150,Black
762,261,137,Black
762,527,107,Black
762,327,101,Black
763,52,210,Black
763,304,152,Black
763,256,142,Black
763,526,107,Black
763,326,104,Black
764,44,214,Black
764,302,155,Black
764,252,145,Black
764,524,106,Black
764,325,105,Black
765,39,219,Black
765,298,158,Black
765,248,147,Black
765,260,122,Black
765,524,105,Black
765,324,104,Black
766,38,237,Black
766,22,197,Black
766,295,160,Black
766,244,149,Black
766,260,123,Black
766,523,104,Black
766,323,105,Black
767,25,248,Black
767,13,204,Black
767,267,161,Black
767,254,124,Black
767,319,107,Black
767,521,103,Black
768,18,253,Black
768,6,207,Black
768,262,164,Black
768,250,125,Black
768,519,103,Black
768,319,107,Black
769,15,263,Black
769,258,167,Black
769,246,126,Black
769,319,108,Black
769,518,102,Black
770,9,269,Black
770,254,170,Black
770,242,128,Black
770,317,109,Black
770,517,101,Black
771,250,174,Black
771,241,129,Black
771,317,112,Black
771,517,101,Black
772,244,177,Black
772,237,130,Black
772,314,111,Black
772,516,100,Black
773,239,181,Black
773,233,131,Black
773,312,112,Black
773,515,99,Black
774,233,185,Black
774,231,134,Black
774,310,112,Black
774,514,98,Black
775,228,190,Black
775,226,135,Black
775,308,114,Black
775,513,98,Black
776,221,194,Black
776,224,136,Black
776,304,116,Black
776,512,97,Black
777,214,199,Black
777,219,138,Black
777,303,116,Black
777,512,97,Black
778,207,204,Black
778,216,139,Black
778,301,116,Black
778,510,96,Black
779,198,210,Black
779,212,142,Black
779,300,118,Black
779,509,96,Black
780,218,225,Black
780,145,202,Black
780,207,143,Black
780,300,119,Black
780,509,95,Black
781,210,232,Black
781,135,207,Black
781,202,145,Black
781,299,121,Black
781,508,95,Black
782,200,240,Black
782,124,213,Black
782,198,147,Black
782,297,122,Black
783,192,249,Black
783,111,220,Black
783,193,149,Black
783,293,123,Black
783,507,94,Black
784,180,259,Black
784,98,227,Black
784,187,151,Black
784,292,124,Black
785,169,271,Black
785,83,234,Black
785,183,153,Black
785,290,127,Black
786,155,282,Black
786,69,242,Black
786,177,155,Black
786,287,127,Black
787,107,278,Black
787,171,158,Black
787,284,128,Black
788,97,295,Black
788,164,161,Black
788,282,130,Black
789,85,313,Black
789,159,163,Black
789,279,131,Black
790,73,334,Black
790,152,166,Black
790,275,132,Black
791,65,355,Black
791,144,170,Black
791,269,134,Black
792,61,385,Black
792,11,295,Black
792,139,173,Black
792,270,137,Black
793,79,435,Black
793,33,383,Black
793,7,315,Black
793,131,176,Black
793,266,138,Black
794,66,450,Black
794,21,399,Black
794,123,179,Black
794,264,141,Black
795,47,465,Black
795,9,421,Black
795,113,183,Black
795,261,143,Black
796,105,188,Black
796,257,145,Black
797,94,191,Black
797,253,146,Black
798,85,195,Black
798,250,149,Black
799,72,200,Black
799,244,152,Black
800,60,205,Black
800,241,154,Black
801,47,210,Black
801,236,157,Black
802,36,215,Black
802,232,158,Black
803,29,220,Black
803,225,162,Black
804,23,226,Black
804,221,166,Black
805,17,233,Black
805,215,169,Black
806,12,242,Black
806,209,172,Black
807,8,255,Black
807,202,176,Black
808,195,180,Black
809,186,185,Black
810,178,190,Black
811,170,194,Black
812,161,199,Black
813,150,204,Black
814,140,211,Black
815,127,217,Black
816,115,225,Black
817,101,233,Black
818,85,242,Black
819,71,251,Black
820,62,259,Black
821,55,268,Black
822,45,280,Black
823,38,292,Black
824,29,307,Black
825,23,328,Black
826,19,350,Black
827,10,365,Black
829,312,98,Black
831,310,99,Black
832,309,100,Black
833,307,100,Black
834,306,101,Black
835,304,101,Black
836,303,102,Black
837,302,102,Black
838,300,102,Black
839,299,103,Black
840,297,104,Black
841,296,105,Black
842,294,105,Black
843,292,106,Black
844,291,107,Black
845,289,107,Black
846,287,107,Black
847,286,109,Black
848,284,110,Black
849,282,110,Black
849,345,94,Black
850,280,111,Black
851,278,112,Black
851,344,95,Black
852,276,113,Black
852,343,95,Black
853,274,113,Black
853,342,95,Black
854,271,115,Black
854,341,95,Black
855,270,115,Black
855,341,96,Black
856,267,117,Black
856,340,96,Black
857,265,118,Black
857,339,96,Black
858,262,119,Black
858,338,97,Black
859,259,120,Black
859,337,98,Black
860,257,121,Black
860,336,98,Black
861,254,122,Black
861,335,99,Black
862,252,124,Black
862,334,99,Black
863,249,125,Black
863,332,99,Black
864,247,126,Black
864,331,100,Black
865,243,127,Black
865,330,101,Black
866,240,128,Black
866,329,101,Black
867,237,130,Black
867,328,102,Black
868,234,131,Black
868,326,102,Black
869,231,132,Black
869,325,103,Black
870,227,134,Black
870,324,104,Black
871,223,135,Black
871,322,105,Black
872,219,137,Black
872,321,106,Black
873,216,139,Black
873,320,106,Black
874,212,140,Black
874,318,107,Black
875,207,142,Black
875,317,108,Black
876,203,144,Black
876,315,109,Black
877,199,146,Black
877,314,109,Black
878,193,148,Black
878,312,111,Black
879,188,150,Black
879,311,111,Black
880,846,444,Green
880,183,152,Black
880,310,112,Black
881,836,410,Black
881,177,154,Black
881,306,113,Black
882,825,391,Black
882,172,157,Black
882,304,114,Black
883,815,376,Black
883,165,160,Black
883,302,116,Black
884,806,360,Black
884,159,163,Black
884,301,116,Black
885,797,346,Black
885,152,165,Black
885,299,118,Black
886,786,331,Black
886,146,169,Black
886,297,119,Black
887,772,317,Black
887,138,172,Black
887,295,120,Black
888,761,464,Black
888,758,304,Black
888,129,174,Black
888,294,122,Black
889,748,449,Black
889,741,291,Black
889,122,177,Black
889,291,123,Black
890,735,435,Black
890,725,279,Black
890,113,181,Black
890,288,124,Black
891,841,458,Blue
891,719,423,Black
891,710,268,Black
891,103,185,Black
891,286,125,Black
892,717,413,Black
892,697,258,Black
892,93,189,Black
892,283,127,Black
893,708,397,Black
893,684,247,Black
893,82,194,Black
893,281,128,Black
894,689,373,Black
894,672,239,Black
894,70,198,Black
894,278,130,Black
894,333,99,Black
894,388,97,Black
895,671,350,Black
895,660,231,Black
895,58,203,Black
895,275,131,Black
895,386,97,Black
895,333,97,Black
896,657,332,Black
896,650,223,Black
896,46,209,Black
896,269,133,Black
896,330,100,Black
896,387,98,Black
897,843,329,Black
897,644,317,Black
897,641,216,Black
897,37,213,Black
897,266,135,Black
897,385,98,Black
897,329,99,Black
898,835,313,Black
898,631,301,Black
898,31,219,Black
898,632,210,Black
898,263,137,Black
898,385,98,Black
898,329,99,Black
899,826,300,Black
899,620,286,Black
899,24,223,Black
899,625,204,Black
899,262,140,Black
899,385,100,Black
899,328,100,Black
900,818,289,Black
900,610,275,Black
900,17,229,Black
900,619,199,Black
900,259,141,Black
900,384,100,Black
900,327,100,Black
901,810,278,Black
901,601,264,Black
901,11,238,Black
901,612,194,Black
901,255,144,Black
901,385,101,Black
901,325,101,Black
902,8,251,Black
902,802,270,Black
902,596,235,Black
902,250,147,Black
902,384,102,Black
902,324,102,Black
903,794,261,Black
903,588,227,Black
903,246,149,Black
903,383,102,Black
903,322,103,Black
904,838,223,Black
904,783,253,Black
904,582,220,Black
904,242,152,Black
904,382,104,Black
904,321,104,Black
905,780,243,Black
905,576,214,Black
905,237,154,Black
905,382,104,Black
905,320,105,Black
906,777,235,Black
906,570,207,Black
906,232,157,Black
906,381,106,Black
906,318,106,Black
907,767,226,Black
907,565,201,Black
907,227,160,Black
907,380,106,Black
907,317,107,Black
908,759,220,Black
908,560,196,Black
908,221,163,Black
908,380,108,Black
908,316,107,Black
909,746,213,Black
909,555,191,Black
909,216,167,Black
909,380,108,Black
909,314,109,Black
910,732,207,Black
910,209,170,Black
910,552,187,Black
910,377,109,Black
910,312,109,Black
911,722,202,Black
911,204,174,Black
911,548,182,Black
911,378,110,Black
911,310,111,Black
912,711,197,Black
912,196,178,Black
912,544,178,Black
912,377,111,Black
912,309,112,Black
913,703,192,Black
913,190,182,Black
913,541,174,Black
913,377,112,Black
913,307,113,Black
914,693,187,Black
914,182,187,Black
914,538,170,Black
914,376,113,Black
914,305,114,Black
915,685,183,Black
915,174,191,Black
915,535,167,Black
915,376,115,Black
915,303,115,Black
916,163,196,Black
916,678,179,Black
916,532,164,Black
916,374,115,Black
916,301,116,Black
917,153,202,Black
917,672,175,Black
917,529,160,Black
917,300,118,Black
917,374,116,Black
917,840,51,Black
918,143,207,Black
918,665,171,Black
918,526,157,Black
918,298,119,Black
918,373,117,Black
919,131,213,Black
919,656,168,Black
919,524,155,Black
919,295,120,Black
919,373,118,Black
920,120,220,Black
920,651,165,Black
920,521,152,Black
920,371,120,Black
920,293,122,Black
921,106,228,Black
921,683,162,Black
921,623,161,Black
921,519,150,Black
921,371,121,Black
921,291,123,Black
922,91,236,Black
922,676,159,Black
922,619,158,Black
922,517,148,Black
922,369,122,Black
922,288,124,Black
922,393,95,Black
923,75,245,Black
923,632,157,Black
923,515,145,Black
923,369,124,Black
923,286,125,Black
923,393,96,Black
924,64,253,Black
924,628,154,Black
924,513,144,Black
924,283,127,Black
924,367,125,Black
924,392,96,Black
925,56,262,Black
925,621,150,Black
925,511,141,Black
925,281,129,Black
925,367,126,Black
925,392,97,Black
926,47,270,Black
926,616,149,Black
926,509,139,Black
926,277,130,Black
926,365,127,Black
926,392,97,Black
927,38,282,Black
927,611,146,Black
927,274,132,Black
927,507,138,Black
927,366,129,Black
927,392,98,Black
928,29,294,Black
928,607,144,Black
928,271,133,Black
928,364,131,Black
928,506,135,Black
928,391,99,Black
929,20,310,Black
929,601,143,Black
929,268,135,Black
929,364,133,Black
929,504,134,Black
929,390,99,Black
930,14,336,Black
930,601,140,Black
930,265,137,Black
930,363,134,Black
930,503,132,Black
930,390,100,Black
931,9,342,Black
931,597,138,Black
931,263,140,Black
931,362,136,Black
931,501,131,Black
931,390,101,Black
932,259,141,Black
932,594,137,Black
932,360,137,Black
932,499,128,Black
932,389,102,Black
933,256,144,Black
933,358,139,Black
933,621,135,Black
933,576,134,Black
933,497,127,Black
933,389,102,Black
934,617,137,Black
934,252,146,Black
934,357,140,Black
934,573,132,Black
934,496,125,Black
934,388,103,Black
935,248,148,Black
935,356,143,Black
935,613,131,Black
935,572,131,Black
935,496,124,Black
935,388,103,Black
936,243,150,Black
936,355,144,Black
936,576,130,Black
936,494,123,Black
936,387,104,Black
937,239,153,Black
937,353,146,Black
937,578,129,Black
937,493,122,Black
937,387,105,Black
938,235,156,Black
938,352,148,Black
938,572,128,Black
938,492,120,Black
938,386,106,Black
939,229,159,Black
939,350,151,Black
939,571,125,Black
939,490,119,Black
939,386,107,Black
940,224,161,Black
940,348,154,Black
940,570,124,Black
940,490,118,Black
940,385,107,Black
941,215,164,Black
941,347,156,Black
941,590,127,Black
941,555,123,Black
941,488,117,Black
941,384,108,Black
942,211,167,Black
942,344,160,Black
942,588,126,Black
942,553,121,Black
942,384,109,Black
942,488,115,Black
943,207,171,Black
943,343,162,Black
943,585,125,Black
943,551,120,Black
943,383,110,Black
943,487,114,Black
944,200,175,Black
944,341,165,Black
944,582,123,Black
944,548,118,Black
944,383,111,Black
944,486,113,Black
945,193,179,Black
945,339,167,Black
945,547,117,Black
945,382,112,Black
945,485,112,Black
946,186,184,Black
946,336,171,Black
946,545,116,Black
946,381,113,Black
946,484,112,Black
947,178,188,Black
947,334,174,Black
947,544,115,Black
947,381,115,Black
947,483,111,Black
948,840,419,Black
948,169,193,Black
948,333,178,Black
948,380,115,Black
948,541,114,Black
948,482,110,Black
949,829,397,Black
949,160,198,Black
949,331,182,Black
949,379,117,Black
949,539,113,Black
949,482,109,Black
950,819,381,Black
950,151,203,Black
950,327,186,Black
950,379,118,Black
950,538,113,Black
950,481,108,Black
951,810,368,Black
951,140,209,Black
951,324,191,Black
951,378,119,Black
951,537,112,Black
951,480,107,Black
952,800,353,Black
952,128,215,Black
952,321,196,Black
952,378,120,Black
952,535,111,Black
952,479,107,Black
953,788,338,Black
953,115,222,Black
953,318,200,Black
953,378,122,Black
953,533,110,Black
953,478,106,Black
954,775,324,Black
954,104,230,Black
954,313,205,Black
954,376,123,Black
954,532,109,Black
954,478,105,Black
955,760,310,Black
955,87,238,Black
955,311,210,Black
955,376,124,Black
955,530,109,Black
955,477,104,Black
956,742,297,Black
956,74,246,Black
956,305,216,Black
956,375,126,Black
956,528,107,Black
956,477,103,Black
957,726,284,Black
957,58,256,Black
957,300,222,Black
957,374,127,Black
957,528,107,Black
957,475,103,Black
958,712,272,Black
958,350,238,White
958,48,264,Black
958,291,228,Black
958,374,129,Black
958,527,106,Black
958,475,101,Black
959,39,273,Black
959,698,262,Black
959,289,237,Black
959,373,130,Black
959,525,105,Black
959,474,101,Black
960,30,285,Black
960,685,252,Black
960,285,244,Black
960,372,132,Black
960,524,104,Black
960,474,100,Black
961,22,300,Black
961,673,243,Black
961,276,253,Black
961,372,133,Black
961,522,103,Black
961,474,99,Black
962,15,326,Black
962,339,276,White
962,265,263,Black
962,662,234,Black
962,371,135,Black
962,521,102,Black
962,472,99,Black
963,10,343,Black
963,333,290,White
963,257,276,Black
963,651,226,Black
963,369,136,Black
963,520,102,Black
963,472,98,Black
964,329,299,White
964,247,286,Black
964,641,220,Black
964,368,138,Black
964,519,101,Black
964,471,98,Black
965,324,309,White
965,237,299,Black
965,634,213,Black
965,367,140,Black
965,518,100,Black
965,470,97,Black
966,315,327,White
966,225,315,Black
966,628,207,Black
966,366,141,Black
966,517,99,Black
966,469,97,Black
967,308,347,White
967,211,333,Black
967,622,202,Black
967,365,143,Black
967,516,99,Black
967,463,97,Black
968,301,366,White
968,196,354,Black
968,615,196,Black
968,363,145,Black
968,515,98,Black
968,468,96,Black
969,290,390,White
969,179,379,Black
969,609,192,Black
969,362,147,Black
969,514,97,Black
969,462,96,Black
970,279,417,Red
970,160,401,Black
970,602,187,Black
970,360,149,Black
970,512,96,Black
970,467,95,Black
971,269,443,Red
971,147,410,Black
971,597,183,Black
971,358,151,Black
971,512,96,Black
971,462,95,Black
972,263,457,Red
972,133,421,Black
972,592,178,Black
972,357,154,Black
972,511,95,Black
972,461,95,Black
973,251,472,Red
973,118,431,Black
973,586,174,Black
973,356,156,Black
973,510,95,Black
973,461,95,Black
974,89,443,Blue
974,582,171,Black
974,354,159,Black
974,460,94,Black
974,508,94,Black
975,65,457,White
975,576,167,Black
975,352,162,Black
975,508,93,Black
976,26,477,White
976,572,164,Black
976,350,165,Black
976,507,93,Black
977,348,168,Black
977,569,161,Black
977,506,92,Black
978,846,303,Black
978,346,171,Black
978,565,158,Black
978,506,92,Black
979,837,291,Black
979,344,174,Black
979,563,155,Black
980,830,283,Black
980,341,178,Black
980,560,153,Black
981,826,275,Black
981,339,182,Black
981,557,150,Black
982,818,268,Blue
982,337,186,Black
982,553,148,Black
983,755,463,White
983,813,262,Black
983,334,190,Black
983,550,145,Black
984,743,448,White
984,803,255,Black
984,331,195,Black
984,547,143,Black
984,843,50,Black
985,729,434,White
985,792,248,Black
985,328,200,Black
985,545,141,Black
985,842,50,Black
